id,features,label
169,"{""user_id"": 1169, ""item_id"": 2169, ""age"": 42, ""income"": 39416, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
170,"{""user_id"": 1170, ""item_id"": 2170, ""age"": 31, ""income"": 56015, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""M""}",1
171,"{""user_id"": 1171, ""item_id"": 2171, ""age"": 46, ""income"": 59090, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
172,"{""user_id"": 1172, ""item_id"": 2172, ""age"": 18, ""income"": 53745, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
173,"{""user_id"": 1173, ""item_id"": 2173, ""age"": 46, ""income"": 56390, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
174,"{""user_id"": 1174, ""item_id"": 2174, ""age"": 38, ""income"": 79127, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
175,"{""user_id"": 1175, ""item_id"": 2175, ""age"": 33, ""income"": 44319, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""M""}",1
176,"{""user_id"": 1176, ""item_id"": 2176, ""age"": 43, ""income"": 63548, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
177,"{""user_id"": 1177, ""item_id"": 2177, ""age"": 18, ""income"": 80700, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
178,"{""user_id"": 1178, ""item_id"": 2178, ""age"": 45, ""income"": 86975, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""M""}",0
179,"{""user_id"": 1179, ""item_id"": 2179, ""age"": 18, ""income"": 30000, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
180,"{""user_id"": 1180, ""item_id"": 2180, ""age"": 32, ""income"": 71218, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
181,"{""user_id"": 1181, ""item_id"": 2181, ""age"": 38, ""income"": 68920, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
182,"{""user_id"": 1182, ""item_id"": 2182, ""age"": 33, ""income"": 49966, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
183,"{""user_id"": 1183, ""item_id"": 2183, ""age"": 29, ""income"": 72222, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
184,"{""user_id"": 1184, ""item_id"": 2184, ""age"": 36, ""income"": 70764, ""cate_id"": ""103"", ""brand"": ""BrandC"", ""gender"": ""F""}",0
185,"{""user_id"": 1185, ""item_id"": 2185, ""age"": 34, ""income"": 85077, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
186,"{""user_id"": 1186, ""item_id"": 2186, ""age"": 23, ""income"": 40274, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
187,"{""user_id"": 1187, ""item_id"": 2187, ""age"": 47, ""income"": 68609, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
188,"{""user_id"": 1188, ""item_id"": 2188, ""age"": 38, ""income"": 43263, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
189,"{""user_id"": 1189, ""item_id"": 2189, ""age"": 48, ""income"": 77134, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""F""}",0
190,"{""user_id"": 1190, ""item_id"": 2190, ""age"": 21, ""income"": 47018, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
191,"{""user_id"": 1191, ""item_id"": 2191, ""age"": 49, ""income"": 74053, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""M""}",1
192,"{""user_id"": 1192, ""item_id"": 2192, ""age"": 42, ""income"": 76307, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
193,"{""user_id"": 1193, ""item_id"": 2193, ""age"": 25, ""income"": 85540, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
194,"{""user_id"": 1194, ""item_id"": 2194, ""age"": 26, ""income"": 73712, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
195,"{""user_id"": 1195, ""item_id"": 2195, ""age"": 38, ""income"": 82213, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
196,"{""user_id"": 1196, ""item_id"": 2196, ""age"": 26, ""income"": 63362, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
197,"{""user_id"": 1197, ""item_id"": 2197, ""age"": 36, ""income"": 78474, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
198,"{""user_id"": 1198, ""item_id"": 2198, ""age"": 35, ""income"": 46421, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
199,"{""user_id"": 1199, ""item_id"": 2199, ""age"": 32, ""income"": 58644, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
200,"{""user_id"": 1200, ""item_id"": 2200, ""age"": 29, ""income"": 58124, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
201,"{""user_id"": 1201, ""item_id"": 2201, ""age"": 44, ""income"": 55865, ""cate_id"": ""103"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
202,"{""user_id"": 1202, ""item_id"": 2202, ""age"": 43, ""income"": 60107, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
203,"{""user_id"": 1203, ""item_id"": 2203, ""age"": 43, ""income"": 57101, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
204,"{""user_id"": 1204, ""item_id"": 2204, ""age"": 47, ""income"": 65065, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
205,"{""user_id"": 1205, ""item_id"": 2205, ""age"": 42, ""income"": 41473, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
206,"{""user_id"": 1206, ""item_id"": 2206, ""age"": 49, ""income"": 70549, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
207,"{""user_id"": 1207, ""item_id"": 2207, ""age"": 35, ""income"": 61686, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""F""}",0
208,"{""user_id"": 1208, ""item_id"": 2208, ""age"": 43, ""income"": 69465, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
209,"{""user_id"": 1209, ""item_id"": 2209, ""age"": 39, ""income"": 69753, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
210,"{""user_id"": 1210, ""item_id"": 2210, ""age"": 38, ""income"": 74506, ""cate_id"": ""103"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
211,"{""user_id"": 1211, ""item_id"": 2211, ""age"": 25, ""income"": 54900, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
212,"{""user_id"": 1212, ""item_id"": 2212, ""age"": 22, ""income"": 75388, ""cate_id"": ""103"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
213,"{""user_id"": 1213, ""item_id"": 2213, ""age"": 55, ""income"": 63391, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
214,"{""user_id"": 1214, ""item_id"": 2214, ""age"": 37, ""income"": 62294, ""cate_id"": ""103"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
215,"{""user_id"": 1215, ""item_id"": 2215, ""age"": 30, ""income"": 66009, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
216,"{""user_id"": 1216, ""item_id"": 2216, ""age"": 31, ""income"": 45560, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",0
217,"{""user_id"": 1217, ""item_id"": 2217, ""age"": 29, ""income"": 60891, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
218,"{""user_id"": 1218, ""item_id"": 2218, ""age"": 48, ""income"": 40701, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
219,"{""user_id"": 1219, ""item_id"": 2219, ""age"": 34, ""income"": 55129, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",0
220,"{""user_id"": 1220, ""item_id"": 2220, ""age"": 40, ""income"": 93240, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
221,"{""user_id"": 1221, ""item_id"": 2221, ""age"": 50, ""income"": 39288, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",0
222,"{""user_id"": 1222, ""item_id"": 2222, ""age"": 33, ""income"": 53416, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
223,"{""user_id"": 1223, ""item_id"": 2223, ""age"": 26, ""income"": 44022, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""M""}",0
224,"{""user_id"": 1224, ""item_id"": 2224, ""age"": 46, ""income"": 53622, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""M""}",0
225,"{""user_id"": 1225, ""item_id"": 2225, ""age"": 46, ""income"": 39942, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
226,"{""user_id"": 1226, ""item_id"": 2226, ""age"": 34, ""income"": 43102, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
227,"{""user_id"": 1227, ""item_id"": 2227, ""age"": 27, ""income"": 76891, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
228,"{""user_id"": 1228, ""item_id"": 2228, ""age"": 31, ""income"": 30000, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
229,"{""user_id"": 1229, ""item_id"": 2229, ""age"": 24, ""income"": 65345, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""M""}",0
230,"{""user_id"": 1230, ""item_id"": 2230, ""age"": 46, ""income"": 92368, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""M""}",0
231,"{""user_id"": 1231, ""item_id"": 2231, ""age"": 25, ""income"": 72776, ""cate_id"": ""103"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
232,"{""user_id"": 1232, ""item_id"": 2232, ""age"": 42, ""income"": 55547, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
233,"{""user_id"": 1233, ""item_id"": 2233, ""age"": 24, ""income"": 43664, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
234,"{""user_id"": 1234, ""item_id"": 2234, ""age"": 27, ""income"": 85309, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
235,"{""user_id"": 1235, ""item_id"": 2235, ""age"": 38, ""income"": 58156, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",0
236,"{""user_id"": 1236, ""item_id"": 2236, ""age"": 31, ""income"": 73152, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
237,"{""user_id"": 1237, ""item_id"": 2237, ""age"": 47, ""income"": 57704, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
238,"{""user_id"": 1238, ""item_id"": 2238, ""age"": 34, ""income"": 50092, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""F""}",0
239,"{""user_id"": 1239, ""item_id"": 2239, ""age"": 30, ""income"": 59923, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""M""}",1
240,"{""user_id"": 1240, ""item_id"": 2240, ""age"": 25, ""income"": 52093, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
241,"{""user_id"": 1241, ""item_id"": 2241, ""age"": 44, ""income"": 78751, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
242,"{""user_id"": 1242, ""item_id"": 2242, ""age"": 41, ""income"": 60962, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
243,"{""user_id"": 1243, ""item_id"": 2243, ""age"": 43, ""income"": 66505, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
244,"{""user_id"": 1244, ""item_id"": 2244, ""age"": 32, ""income"": 49242, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
245,"{""user_id"": 1245, ""item_id"": 2245, ""age"": 18, ""income"": 44205, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
246,"{""user_id"": 1246, ""item_id"": 2246, ""age"": 30, ""income"": 49526, ""cate_id"": ""103"", ""brand"": ""BrandC"", ""gender"": ""M""}",0
247,"{""user_id"": 1247, ""item_id"": 2247, ""age"": 20, ""income"": 88503, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
248,"{""user_id"": 1248, ""item_id"": 2248, ""age"": 44, ""income"": 76244, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",0
249,"{""user_id"": 1249, ""item_id"": 2249, ""age"": 37, ""income"": 71546, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""M""}",0
250,"{""user_id"": 1250, ""item_id"": 2250, ""age"": 56, ""income"": 42747, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",0
251,"{""user_id"": 1251, ""item_id"": 2251, ""age"": 23, ""income"": 75166, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
252,"{""user_id"": 1252, ""item_id"": 2252, ""age"": 19, ""income"": 41905, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
253,"{""user_id"": 1253, ""item_id"": 2253, ""age"": 21, ""income"": 81528, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""F""}",0
254,"{""user_id"": 1254, ""item_id"": 2254, ""age"": 38, ""income"": 62329, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
255,"{""user_id"": 1255, ""item_id"": 2255, ""age"": 28, ""income"": 43748, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",0
256,"{""user_id"": 1256, ""item_id"": 2256, ""age"": 31, ""income"": 83100, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
257,"{""user_id"": 1257, ""item_id"": 2257, ""age"": 18, ""income"": 58781, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
258,"{""user_id"": 1258, ""item_id"": 2258, ""age"": 29, ""income"": 57112, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
259,"{""user_id"": 1259, ""item_id"": 2259, ""age"": 29, ""income"": 89960, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
260,"{""user_id"": 1260, ""item_id"": 2260, ""age"": 29, ""income"": 58809, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
261,"{""user_id"": 1261, ""item_id"": 2261, ""age"": 39, ""income"": 60045, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""F""}",0
262,"{""user_id"": 1262, ""item_id"": 2262, ""age"": 51, ""income"": 72339, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",0
263,"{""user_id"": 1263, ""item_id"": 2263, ""age"": 35, ""income"": 44735, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
264,"{""user_id"": 1264, ""item_id"": 2264, ""age"": 30, ""income"": 59834, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
265,"{""user_id"": 1265, ""item_id"": 2265, ""age"": 32, ""income"": 67239, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
266,"{""user_id"": 1266, ""item_id"": 2266, ""age"": 35, ""income"": 51697, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
267,"{""user_id"": 1267, ""item_id"": 2267, ""age"": 44, ""income"": 49975, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
268,"{""user_id"": 1268, ""item_id"": 2268, ""age"": 27, ""income"": 50656, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
269,"{""user_id"": 1269, ""item_id"": 2269, ""age"": 46, ""income"": 77374, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
270,"{""user_id"": 1270, ""item_id"": 2270, ""age"": 49, ""income"": 37384, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
271,"{""user_id"": 1271, ""item_id"": 2271, ""age"": 35, ""income"": 58909, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
272,"{""user_id"": 1272, ""item_id"": 2272, ""age"": 18, ""income"": 58933, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
273,"{""user_id"": 1273, ""item_id"": 2273, ""age"": 25, ""income"": 58131, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
274,"{""user_id"": 1274, ""item_id"": 2274, ""age"": 27, ""income"": 44451, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
275,"{""user_id"": 1275, ""item_id"": 2275, ""age"": 43, ""income"": 36550, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""M""}",0
276,"{""user_id"": 1276, ""item_id"": 2276, ""age"": 48, ""income"": 70652, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
277,"{""user_id"": 1277, ""item_id"": 2277, ""age"": 40, ""income"": 77800, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
278,"{""user_id"": 1278, ""item_id"": 2278, ""age"": 48, ""income"": 60942, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
279,"{""user_id"": 1279, ""item_id"": 2279, ""age"": 41, ""income"": 70929, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
280,"{""user_id"": 1280, ""item_id"": 2280, ""age"": 25, ""income"": 30000, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
281,"{""user_id"": 1281, ""item_id"": 2281, ""age"": 31, ""income"": 61488, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
282,"{""user_id"": 1282, ""item_id"": 2282, ""age"": 31, ""income"": 67862, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
283,"{""user_id"": 1283, ""item_id"": 2283, ""age"": 41, ""income"": 64079, ""cate_id"": ""103"", ""brand"": ""BrandC"", ""gender"": ""M""}",0
284,"{""user_id"": 1284, ""item_id"": 2284, ""age"": 38, ""income"": 77407, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
285,"{""user_id"": 1285, ""item_id"": 2285, ""age"": 39, ""income"": 67703, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
286,"{""user_id"": 1286, ""item_id"": 2286, ""age"": 41, ""income"": 69871, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
287,"{""user_id"": 1287, ""item_id"": 2287, ""age"": 27, ""income"": 72137, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
288,"{""user_id"": 1288, ""item_id"": 2288, ""age"": 29, ""income"": 79964, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
289,"{""user_id"": 1289, ""item_id"": 2289, ""age"": 28, ""income"": 76108, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
290,"{""user_id"": 1290, ""item_id"": 2290, ""age"": 35, ""income"": 42657, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
291,"{""user_id"": 1291, ""item_id"": 2291, ""age"": 32, ""income"": 59698, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
292,"{""user_id"": 1292, ""item_id"": 2292, ""age"": 53, ""income"": 73761, ""cate_id"": ""103"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
293,"{""user_id"": 1293, ""item_id"": 2293, ""age"": 25, ""income"": 76844, ""cate_id"": ""103"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
294,"{""user_id"": 1294, ""item_id"": 2294, ""age"": 23, ""income"": 53647, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
295,"{""user_id"": 1295, ""item_id"": 2295, ""age"": 57, ""income"": 43257, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
296,"{""user_id"": 1296, ""item_id"": 2296, ""age"": 31, ""income"": 52505, ""cate_id"": ""101"", ""brand"": ""BrandD"", ""gender"": ""M""}",1
297,"{""user_id"": 1297, ""item_id"": 2297, ""age"": 28, ""income"": 44901, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",0
298,"{""user_id"": 1298, ""item_id"": 2298, ""age"": 18, ""income"": 30439, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
299,"{""user_id"": 1299, ""item_id"": 2299, ""age"": 29, ""income"": 52657, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
300,"{""user_id"": 1300, ""item_id"": 2300, ""age"": 27, ""income"": 70606, ""cate_id"": ""103"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
301,"{""user_id"": 1301, ""item_id"": 2301, ""age"": 25, ""income"": 83130, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
302,"{""user_id"": 1302, ""item_id"": 2302, ""age"": 27, ""income"": 76298, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""M""}",1
303,"{""user_id"": 1303, ""item_id"": 2303, ""age"": 34, ""income"": 60291, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
304,"{""user_id"": 1304, ""item_id"": 2304, ""age"": 22, ""income"": 86893, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
305,"{""user_id"": 1305, ""item_id"": 2305, ""age"": 51, ""income"": 73313, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
306,"{""user_id"": 1306, ""item_id"": 2306, ""age"": 38, ""income"": 50905, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""M""}",0
307,"{""user_id"": 1307, ""item_id"": 2307, ""age"": 46, ""income"": 68260, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""F""}",0
308,"{""user_id"": 1308, ""item_id"": 2308, ""age"": 22, ""income"": 53604, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
309,"{""user_id"": 1309, ""item_id"": 2309, ""age"": 34, ""income"": 40944, ""cate_id"": ""103"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
310,"{""user_id"": 1310, ""item_id"": 2310, ""age"": 18, ""income"": 75755, ""cate_id"": ""103"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
311,"{""user_id"": 1311, ""item_id"": 2311, ""age"": 36, ""income"": 62616, ""cate_id"": ""103"", ""brand"": ""BrandD"", ""gender"": ""M""}",1
312,"{""user_id"": 1312, ""item_id"": 2312, ""age"": 42, ""income"": 51277, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
313,"{""user_id"": 1313, ""item_id"": 2313, ""age"": 37, ""income"": 51965, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
314,"{""user_id"": 1314, ""item_id"": 2314, ""age"": 29, ""income"": 103322, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
315,"{""user_id"": 1315, ""item_id"": 2315, ""age"": 54, ""income"": 83009, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
316,"{""user_id"": 1316, ""item_id"": 2316, ""age"": 23, ""income"": 57700, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
317,"{""user_id"": 1317, ""item_id"": 2317, ""age"": 31, ""income"": 58185, ""cate_id"": ""103"", ""brand"": ""BrandD"", ""gender"": ""F""}",0
318,"{""user_id"": 1318, ""item_id"": 2318, ""age"": 49, ""income"": 68430, ""cate_id"": ""103"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
319,"{""user_id"": 1319, ""item_id"": 2319, ""age"": 26, ""income"": 80348, ""cate_id"": ""102"", ""brand"": ""BrandB"", ""gender"": ""F""}",0
320,"{""user_id"": 1320, ""item_id"": 2320, ""age"": 40, ""income"": 49650, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""M""}",1
321,"{""user_id"": 1321, ""item_id"": 2321, ""age"": 43, ""income"": 67181, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""M""}",0
322,"{""user_id"": 1322, ""item_id"": 2322, ""age"": 29, ""income"": 58051, ""cate_id"": ""103"", ""brand"": ""BrandC"", ""gender"": ""M""}",1
323,"{""user_id"": 1323, ""item_id"": 2323, ""age"": 49, ""income"": 92560, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
324,"{""user_id"": 1324, ""item_id"": 2324, ""age"": 45, ""income"": 69029, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
325,"{""user_id"": 1325, ""item_id"": 2325, ""age"": 18, ""income"": 90831, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
326,"{""user_id"": 1326, ""item_id"": 2326, ""age"": 24, ""income"": 69431, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",0
327,"{""user_id"": 1327, ""item_id"": 2327, ""age"": 21, ""income"": 74812, ""cate_id"": ""103"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
328,"{""user_id"": 1328, ""item_id"": 2328, ""age"": 37, ""income"": 64984, ""cate_id"": ""101"", ""brand"": ""BrandB"", ""gender"": ""F""}",1
329,"{""user_id"": 1329, ""item_id"": 2329, ""age"": 30, ""income"": 73132, ""cate_id"": ""101"", ""brand"": ""BrandA"", ""gender"": ""M""}",1
330,"{""user_id"": 1330, ""item_id"": 2330, ""age"": 24, ""income"": 60962, ""cate_id"": ""103"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
331,"{""user_id"": 1331, ""item_id"": 2331, ""age"": 29, ""income"": 73969, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",0
332,"{""user_id"": 1332, ""item_id"": 2332, ""age"": 41, ""income"": 63673, ""cate_id"": ""102"", ""brand"": ""BrandA"", ""gender"": ""F""}",1
333,"{""user_id"": 1333, ""item_id"": 2333, ""age"": 34, ""income"": 68460, ""cate_id"": ""101"", ""brand"": ""BrandC"", ""gender"": ""M""}",0
334,"{""user_id"": 1334, ""item_id"": 2334, ""age"": 36, ""income"": 76561, ""cate_id"": ""102"", ""brand"": ""BrandD"", ""gender"": ""F""}",1
335,"{""user_id"": 1335, ""item_id"": 2335, ""age"": 36, ""income"": 30000, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""F""}",1
336,"{""user_id"": 1336, ""item_id"": 2336, ""age"": 35, ""income"": 46546, ""cate_id"": ""102"", ""brand"": ""BrandC"", ""gender"": ""F""}",0
